Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
01/19/2021,1085,19,65,141,265,205,169,124,91,58,32,0,550,534,1,437,46,201,279,49,73,0,0,0,0,3,5,5,6,0,5,14,0,5,2,8,4,0,0,3,3,5,6,14,9,12,13,0,30,35,0,22,3,29,9,1,1
04/21/2021,656,8,71,110,161,135,105,62,44,19,20,0,346,310,0,164,29,231,146,24,62,0,1,0,1,1,2,2,1,0,3,5,0,2,0,3,2,1,0,2,8,7,9,14,15,6,10,0,40,31,0,11,4,45,8,3,0
07/23/2020,319,3,29,33,101,68,43,36,17,12,9,0,190,129,0,96,14,83,86,15,25,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
06/07/2021,102,9,16,20,20,11,19,14,10,6,2,0,53,49,0,33,3,37,19,2,8,0,0,0,1,4,2,1,1,0,3,6,0,5,0,4,0,0,0,1,0,0,4,5,2,3,1,0,12,4,0,5,0,8,3,0,0
03/07/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
06/03/2021,96,7,16,20,20,19,14,10,6,6,1,0,48,48,0,20,4,45,15,0,12,0,0,0,1,0,2,4,0,0,4,3,0,3,1,2,1,0,0,2,1,3,2,2,3,2,1,0,8,8,0,2,1,11,1,0,1
12/13/2020,609,23,72,53,129,128,93,84,59,37,26,0,327,281,1,167,33,115,189,33,72,0,1,0,1,2,5,9,5,0,5,18,0,6,1,10,6,0,0,3,5,2,9,7,15,12,19,0,37,35,0,22,2,32,12,3,1
08/09/2020,115,2,17,16,41,21,12,6,9,6,4,0,53,62,0,47,4,19,38,0,7,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,3,2,0,4,0,9,8,0,3,0,10,3,0,1
08/23/2020,130,1,26,10,43,17,23,15,12,8,2,0,71,59,0,41,3,29,46,4,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,5,3,4,2,0,10,16,0,11,0,7,6,2,0
09/14/2020,430,3,19,62,108,91,66,59,27,9,8,0,226,203,1,207,11,66,110,9,27,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,1,3,1,3,3,3,3,2,0,7,12,0,7,0,8,4,0,0
06/05/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,1,24,12,3,5,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
11/10/2020,3355,14,140,397,819,689,546,437,286,126,55,0,1720,1628,7,1405,104,571,823,124,328,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,12,15,24,32,32,21,0,61,79,0,47,2,52,29,8,2
06/14/2020,92,12,27,6,22,18,20,14,6,2,4,0,44,48,0,37,1,29,7,5,13,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,4,1,6,3,5,3,3,0,11,16,0,12,1,10,1,2,1
10/14/2020,850,3,28,75,246,215,135,90,62,19,8,0,457,391,2,359,24,139,228,25,75,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,0,4,5,5,6,4,0,12,16,0,5,0,12,8,1,2
08/23/2021,646,2,53,125,141,140,80,67,54,26,13,0,338,307,1,162,19,159,164,26,116,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,2,5,6,4,11,12,8,5,0,30,23,0,14,0,27,7,0,5
08/17/2021,560,3,35,82,155,128,79,57,36,15,8,0,271,284,5,119,25,161,157,27,71,0,0,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,0,4,4,2,8,6,5,6,0,22,13,0,6,0,18,8,1,2
12/01/2020,2188,36,129,271,511,425,342,271,201,108,59,0,1166,1015,7,896,74,410,470,73,265,0,0,0,5,5,11,9,6,0,20,16,0,12,1,16,7,0,0,6,6,11,13,21,29,24,19,0,66,63,0,49,1,49,24,4,2
01/17/2021,392,15,52,40,74,75,61,67,31,26,18,0,195,197,0,94,12,88,140,23,35,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,1,5,3,4,9,8,12,10,0,23,29,0,9,3,23,15,1,1
09/24/2021,352,7,21,70,87,81,41,34,24,13,2,0,184,165,3,62,13,103,106,25,43,0,0,2,1,0,2,1,1,0,2,5,0,2,1,2,2,0,0,0,2,4,5,3,2,3,2,0,11,10,0,5,0,9,6,1,0
07/20/2021,188,3,13,33,47,50,27,17,7,5,2,0,99,89,0,29,6,55,56,10,32,0,0,0,0,2,0,1,0,0,1,2,0,0,0,3,0,0,0,0,2,1,3,2,1,2,2,0,6,7,0,5,0,6,1,1,0
11/02/2021,486,3,26,131,94,108,53,42,31,17,10,0,261,221,4,75,12,113,158,50,78,0,0,0,0,1,1,1,0,0,1,2,0,1,1,1,0,0,0,0,1,1,3,0,7,7,7,0,18,8,0,7,0,12,6,1,0
08/28/2020,382,4,25,66,109,61,50,47,29,15,5,0,184,198,0,174,11,73,90,13,21,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,2,1,8,2,3,4,4,0,13,12,0,9,0,12,3,1,0
08/21/2021,373,1,49,48,91,88,67,44,24,8,3,0,194,179,0,94,11,101,96,20,51,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,5,12,4,9,8,5,4,0,23,26,0,8,0,28,10,1,2
02/16/2021,213,5,34,24,65,30,43,22,17,8,4,0,113,99,1,47,9,41,76,13,27,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,2,3,4,7,7,6,5,0,24,10,0,7,1,16,8,1,1
05/21/2021,246,6,30,53,49,45,36,33,18,6,6,0,141,104,1,49,11,111,41,6,28,0,1,0,0,1,2,1,1,0,3,3,0,2,0,4,0,0,0,0,3,1,2,10,7,4,3,0,19,11,0,2,1,22,2,1,2
11/03/2021,519,3,30,142,97,105,58,56,33,17,11,0,278,233,8,57,10,155,159,38,100,0,0,0,1,0,0,0,2,0,2,1,0,1,1,1,0,0,0,0,3,6,1,4,5,6,5,0,20,10,0,3,0,12,10,2,3
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,13,218,83,15,18,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,3,101,21,5,1
05/13/2020,877,45,124,56,189,165,164,135,96,40,32,0,451,421,5,493,23,153,95,22,91,0,0,2,3,4,13,10,13,0,17,28,0,18,5,15,6,1,0,2,5,8,17,24,33,22,13,0,64,60,0,53,2,53,11,2,3
06/21/2021,46,3,5,11,11,9,7,1,5,2,0,0,24,22,0,11,0,16,8,2,9,0,0,0,0,1,1,1,0,0,3,0,0,1,0,2,0,0,0,0,1,0,1,2,0,1,0,0,4,1,0,1,0,4,0,0,0
06/09/2020,256,23,38,19,51,34,46,44,38,14,10,0,115,137,4,119,4,54,44,11,24,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,6,6,11,0,16,22,0,9,0,19,8,2,0
10/02/2020,414,4,27,46,107,98,59,40,23,30,11,0,206,208,0,182,15,45,123,18,31,0,0,0,0,1,0,2,1,0,2,2,0,2,0,1,1,0,0,0,3,4,4,4,4,4,4,0,14,12,1,8,3,8,7,1,0
04/10/2021,558,8,50,88,151,112,91,65,28,15,8,0,281,276,1,152,28,155,143,22,58,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,3,10,11,6,8,6,0,20,30,0,11,1,33,4,0,1
09/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,69,66,1,41,9,22,48,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
10/04/2020,152,5,22,19,34,26,20,25,13,12,3,0,63,89,0,41,6,32,51,6,16,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,2,0,3,6,8,1,0,11,11,0,2,0,14,5,1,0
01/30/2021,420,12,36,76,84,78,52,54,44,21,11,0,220,198,2,165,18,84,102,12,39,0,1,0,0,2,3,3,3,0,1,11,0,6,0,4,2,0,0,0,2,4,4,4,8,8,6,0,12,24,0,13,0,16,7,0,0
08/12/2020,433,2,28,51,117,93,73,53,29,10,7,0,226,205,2,187,3,93,111,16,23,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2,1,4,4,9,4,3,0,11,17,0,13,0,9,5,0,1
09/06/2020,143,2,11,16,44,30,17,18,10,3,5,0,72,71,0,59,0,30,44,4,6,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,2,0,7,4,0,4,0,5,2,0,0
11/11/2021,135,1,,32,24,32,11,11,6,7,12,0,79,55,1,16,7,38,53,4,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
04/26/2020,434,51,129,12,83,55,96,67,57,32,32,0,228,206,0,180,20,92,64,20,58,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,12,5,23,21,28,20,20,0,57,72,0,59,2,36,26,5,1
01/31/2021,160,16,36,12,33,31,31,22,17,8,6,0,72,88,0,39,13,33,52,7,16,0,0,0,0,3,6,4,3,0,7,9,0,11,0,4,1,0,0,0,4,2,7,8,7,3,5,0,15,21,0,9,0,17,6,4,0
01/06/2021,1456,13,66,190,417,298,203,154,107,63,24,0,755,694,7,480,59,288,414,70,145,0,0,0,0,2,5,1,5,0,6,7,0,3,2,4,3,1,0,1,3,5,5,10,13,15,14,0,26,40,0,20,3,25,15,0,3
01/24/2021,339,16,47,34,82,71,46,43,30,23,10,0,171,168,0,75,19,63,131,15,36,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,11,13,7,0,24,23,0,9,4,22,8,3,1
05/31/2021,45,2,18,4,8,10,8,4,5,2,4,0,23,22,0,11,1,18,9,3,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,3,4,3,3,2,0,12,6,0,1,0,13,3,0,1
11/22/2020,782,15,102,62,201,160,141,88,76,34,20,0,385,396,1,205,29,142,285,36,85,0,0,0,2,1,4,4,4,0,8,7,0,6,0,3,6,0,0,2,7,10,16,8,23,24,12,0,48,54,0,30,3,42,21,4,2
06/17/2021,35,2,6,7,7,10,3,3,4,1,0,0,17,18,0,11,1,8,11,2,2,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,0,4,0,1,1,0,0
11/06/2021,285,4,14,58,57,62,45,28,21,8,6,0,139,144,2,43,4,52,96,26,64,0,0,0,0,0,1,0,3,0,2,2,0,0,0,4,0,0,0,0,1,3,1,0,1,5,3,0,8,6,0,2,0,5,4,1,2
10/11/2020,301,4,30,22,94,59,43,37,30,9,7,0,126,174,1,95,7,59,114,9,17,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,4,4,0,13,17,0,9,1,7,10,1,2
09/26/2020,233,4,19,26,66,50,32,40,11,7,1,0,105,128,0,103,6,17,74,14,19,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,2,5,1,6,1,3,1,0,13,6,0,6,0,4,7,1,1
04/06/2020,583,22,200,5,78,96,103,110,94,56,41,0,303,280,0,152,25,249,105,24,28,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,5,22,16,41,60,29,27,0,110,90,0,44,10,114,22,8,2
02/19/2021,319,7,32,46,83,63,41,43,13,16,14,0,164,154,1,99,13,60,89,21,37,0,0,0,1,0,1,3,2,0,2,5,0,1,0,5,1,0,0,0,3,5,2,3,5,3,11,0,15,17,0,7,2,16,5,0,2
09/05/2020,203,3,23,23,61,40,34,21,17,6,1,0,94,109,0,94,5,30,56,3,15,0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,3,3,5,5,3,3,0,14,9,0,7,0,6,9,0,1
05/23/2021,95,6,27,15,24,18,12,8,6,4,8,0,52,43,0,16,1,57,9,3,9,0,0,1,1,1,0,0,3,0,1,5,0,1,1,3,1,0,0,0,3,3,4,4,3,4,6,0,15,12,0,4,0,19,2,2,0
09/14/2021,492,5,32,136,107,100,59,47,26,12,5,0,247,244,1,90,22,122,128,47,83,0,1,1,0,1,0,1,1,0,2,3,0,2,0,2,1,0,0,0,0,4,7,2,6,8,5,0,19,13,0,6,1,19,5,1,0
11/21/2020,1263,18,99,160,294,248,194,161,115,60,31,0,640,622,1,445,54,213,345,60,146,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,6,12,16,9,16,17,20,0,42,57,0,28,3,40,23,3,2
09/10/2020,328,2,19,23,120,69,44,36,27,5,4,0,189,138,1,141,9,43,114,5,16,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4,1,3,2,7,2,0,0,15,4,0,8,0,7,4,0,0
10/18/2021,355,1,23,97,64,58,56,44,23,7,6,0,185,169,1,67,12,70,95,30,81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,4,3,8,4,1,0,13,10,0,7,0,10,4,1,1
04/13/2021,677,4,51,81,199,141,112,89,30,13,12,0,368,306,3,168,22,227,161,25,74,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,7,8,5,14,6,6,5,0,28,23,0,5,3,35,6,2,0
10/27/2020,1628,4,89,202,453,341,252,179,117,53,31,0,843,783,2,687,44,252,420,75,150,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,27,3,37,18,2,2
07/12/2021,103,0,9,11,33,23,13,10,6,6,1,0,51,52,0,16,4,37,30,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,6,3,0,1,1,6,1,0,0
07/04/2020,63,5,14,8,16,10,13,6,7,2,1,0,34,28,1,13,3,17,18,3,9,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,1,0,1,5,1,2,2,0,8,6,0,3,0,8,1,1,1
09/18/2021,308,4,25,61,61,70,41,37,23,11,4,0,163,145,0,71,17,80,84,31,25,0,0,0,0,0,0,1,3,0,3,1,0,0,0,2,2,0,0,2,2,6,0,7,5,2,1,0,13,12,0,4,0,11,6,2,2
05/19/2021,279,7,39,45,71,64,25,30,33,7,4,0,149,130,0,77,6,122,37,9,28,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,7,5,4,6,10,6,1,0,20,19,0,5,0,30,3,1,0
08/12/2021,591,2,29,60,173,178,80,49,26,19,6,0,288,301,2,106,26,117,221,27,94,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,4,3,9,1,3,5,0,13,16,0,4,0,13,9,1,2
07/08/2021,76,0,5,13,30,16,5,6,3,3,0,0,43,32,1,14,1,21,21,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0
04/20/2021,565,5,54,87,171,120,78,66,17,14,12,0,325,239,1,128,23,199,117,26,72,0,0,0,0,1,2,1,1,0,1,4,0,0,2,2,1,0,0,2,2,13,8,11,8,6,4,0,30,24,0,16,1,29,7,1,0
08/11/2020,386,4,22,48,103,74,66,48,37,7,3,0,184,202,0,174,6,81,90,14,21,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,1,3,0,15,7,0,5,0,9,7,1,0
10/21/2020,1180,6,60,116,380,246,176,130,84,32,16,0,613,567,0,446,31,182,352,58,111,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,5,10,6,8,16,8,5,0,29,31,0,20,0,24,14,2,0
10/14/2021,356,1,35,78,79,73,46,37,28,11,4,0,214,141,1,48,16,87,105,27,73,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,3,8,9,3,3,0,22,13,0,9,2,13,8,1,2
06/13/2021,28,5,5,5,3,10,4,3,2,1,0,0,18,10,0,5,0,16,2,0,5,0,0,2,0,2,1,0,0,0,0,5,0,3,0,1,1,0,0,0,2,1,0,1,1,0,0,0,5,0,0,2,0,2,1,0,0
12/10/2020,1705,19,116,227,365,329,281,230,161,64,48,0,903,791,11,733,62,303,344,52,211,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,11,11,12,17,19,22,19,0,59,57,0,32,1,51,26,2,4
10/23/2021,224,2,19,38,40,58,24,28,21,7,8,0,110,114,0,33,8,59,72,19,33,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,4,4,4,2,0,9,10,0,4,0,7,5,1,2
10/05/2021,385,3,22,97,84,80,50,32,21,13,8,0,194,190,1,69,16,99,115,30,56,0,0,0,0,0,1,1,1,0,1,2,0,1,0,1,1,0,0,1,2,4,3,2,5,3,2,0,12,10,0,6,1,7,4,4,0
10/23/2020,1017,4,65,126,251,189,173,134,90,37,16,1,544,468,5,318,32,209,323,34,101,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,5,8,4,12,17,11,5,0,33,32,0,18,2,22,22,0,1
05/28/2021,139,4,21,31,33,18,22,17,8,6,4,0,89,50,0,37,4,60,20,7,11,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,2,1,5,7,1,3,1,0,9,12,0,3,0,15,2,1,0
07/07/2020,341,4,25,35,107,69,55,44,19,8,4,0,184,156,1,108,13,95,83,10,32,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,2,5,4,6,3,0,9,16,0,4,2,13,4,1,1
05/03/2020,466,45,138,10,97,78,76,81,66,31,27,0,214,252,0,238,9,122,50,13,34,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,18,16,27,22,21,22,0,62,76,0,67,1,43,18,8,1
04/06/2021,857,4,66,134,234,185,125,90,56,18,15,0,438,416,3,229,63,246,201,43,75,0,0,0,0,1,3,0,0,0,0,4,0,2,0,2,0,0,0,0,2,7,11,16,14,8,8,0,29,37,0,12,1,40,8,3,2
09/25/2020,380,3,37,44,102,78,66,46,26,12,6,0,202,176,2,177,13,57,83,15,35,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,5,7,10,2,6,3,2,0,19,18,0,14,0,14,6,2,1
09/25/2021,230,2,24,45,51,44,31,22,22,9,6,0,120,109,1,50,11,60,64,18,27,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,6,2,3,3,4,1,3,0,16,8,0,5,2,12,2,1,2
01/09/2021,781,17,51,97,217,142,101,106,70,34,13,1,406,375,0,274,28,144,224,29,82,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,4,4,14,11,10,1,25,26,0,16,1,22,12,0,0
07/06/2021,75,2,7,22,17,13,6,8,6,2,1,0,45,30,0,16,2,18,19,3,17,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,2,0,5,2,0,2,2,2,1,0,0
08/08/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,81,2,69,7,39,44,8,10,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
05/18/2021,286,6,33,69,61,47,37,37,19,8,8,0,163,123,0,59,4,127,49,5,42,0,0,0,0,2,1,3,0,0,4,2,0,3,0,2,1,0,0,2,2,6,4,5,9,2,3,0,16,17,0,5,0,22,3,1,2
02/15/2021,259,7,23,35,63,59,35,29,21,14,3,0,127,131,1,70,16,48,86,13,26,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,1,1,4,2,3,8,3,1,0,10,13,0,2,1,14,5,0,1
03/16/2020,78,1,14,1,14,21,18,12,7,4,1,0,37,41,0,9,6,25,31,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,3,2,1,1,0,4,10,0,1,0,10,3,0,0
11/26/2020,266,22,103,22,48,36,39,34,36,31,19,1,133,132,1,71,6,98,58,13,20,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,2,5,10,15,16,16,24,15,0,56,47,0,37,1,45,15,3,2
08/07/2020,418,2,25,65,108,83,55,48,35,14,10,0,198,219,1,189,10,79,95,17,28,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,3,5,0,5,5,2,3,0,14,11,0,11,0,12,2,0,0
07/21/2021,218,0,10,38,60,53,26,24,9,4,4,0,121,97,0,34,10,69,72,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,2,0,8,2,0,1,0,6,3,0,0
06/01/2021,127,5,22,29,23,25,26,15,5,4,0,0,73,52,2,28,3,50,24,6,16,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,3,4,3,3,4,1,0,11,11,0,4,0,14,4,0,0
08/20/2020,422,3,24,48,120,85,64,58,33,10,4,0,235,185,2,187,8,73,114,10,30,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,5,2,1,0,13,11,0,11,1,4,7,1,0
07/26/2021,327,2,25,61,91,77,34,33,19,6,6,0,177,149,1,53,10,92,91,17,64,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,6,2,4,3,2,3,4,0,11,14,0,5,0,17,2,0,1
07/03/2021,49,0,6,6,12,17,7,5,1,0,1,0,22,26,1,11,2,15,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,5,0,3,0,2,1,0,0
12/06/2020,709,27,91,72,161,128,111,99,72,48,18,0,375,332,2,224,28,153,200,21,83,0,0,0,2,2,3,8,12,0,11,16,0,9,3,7,6,1,1,2,7,5,8,12,18,18,21,0,47,44,0,29,1,36,22,2,1
05/27/2020,615,26,65,70,125,101,116,83,66,32,22,0,318,288,9,334,13,123,56,17,72,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,6,11,12,12,12,8,0,29,36,0,24,1,20,17,2,1
09/12/2021,262,4,35,55,61,51,36,25,19,13,2,0,164,98,0,45,16,79,67,16,39,0,0,1,0,0,1,1,1,0,2,2,0,1,0,1,2,0,0,0,1,4,8,9,8,4,1,0,17,18,0,5,1,23,4,0,2
12/08/2020,2056,35,85,272,458,395,319,301,165,96,50,0,1058,989,9,855,73,360,409,103,256,0,1,2,4,5,6,5,12,0,13,22,0,13,4,12,6,0,0,2,7,9,12,16,15,12,12,0,47,38,0,24,4,33,16,4,4
08/26/2021,584,3,44,97,134,133,75,54,39,35,17,0,311,272,1,116,30,174,151,20,93,0,0,0,0,1,0,0,2,0,2,1,0,1,0,2,0,0,0,2,1,5,5,5,10,10,6,0,25,19,0,6,1,21,12,1,3
07/04/2021,18,1,4,6,2,6,1,0,0,2,1,0,10,8,0,3,2,6,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,3,1,0,0,0,2,0,2,0
05/02/2020,719,49,165,25,142,126,154,143,74,40,15,0,343,376,0,421,9,123,71,16,79,0,0,0,1,8,14,11,15,0,20,29,0,11,3,24,10,1,0,2,9,8,28,35,31,33,19,0,66,99,0,66,3,63,26,5,2
04/20/2020,990,40,181,24,158,181,212,193,122,58,41,1,485,504,1,448,28,277,127,42,68,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,16,31,35,36,25,29,0,76,105,0,66,5,71,27,11,1
03/23/2020,290,3,101,4,46,55,53,56,30,35,11,0,141,149,0,41,13,136,77,11,12,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,4,15,12,17,17,25,10,0,48,53,0,16,5,64,11,4,1
01/18/2021,715,14,65,85,143,163,107,80,82,33,22,0,391,321,3,227,42,147,177,34,88,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,5,4,3,7,22,10,12,0,30,35,0,16,1,29,15,1,3
07/22/2021,223,1,13,37,65,53,20,24,12,10,2,0,119,103,1,46,3,66,75,8,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,1,3,2,0,0,5,8,0,4,0,6,3,0,0
01/20/2021,788,12,57,107,212,155,117,91,59,31,16,0,398,390,0,260,37,165,214,36,76,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,4,7,10,9,11,7,9,0,27,30,0,13,0,25,17,0,2
07/11/2020,154,2,19,8,68,23,22,13,12,8,0,0,79,75,0,38,4,47,42,7,16,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,7,1,2,1,3,4,1,0,8,11,0,4,1,13,1,0,0
02/24/2021,338,4,32,38,79,65,54,48,29,12,13,0,160,173,5,91,8,86,91,13,49,0,0,0,0,0,1,1,2,0,2,2,0,2,0,1,1,0,0,1,3,1,7,6,5,5,4,0,16,16,0,8,2,16,5,1,0
11/01/2021,441,2,30,109,64,95,54,57,37,16,9,0,232,201,8,90,7,100,124,37,83,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,2,4,2,1,2,8,5,6,0,13,17,0,5,0,17,6,0,2
11/20/2020,2302,31,124,329,529,432,371,267,192,109,73,0,1200,1099,3,861,68,409,546,84,334,0,0,0,5,2,7,3,14,0,16,15,0,13,1,10,7,0,0,6,3,5,21,20,29,19,21,0,68,55,1,28,5,59,27,4,1
12/30/2020,1447,23,63,191,371,275,198,200,138,52,22,0,763,674,10,557,38,287,339,58,168,0,0,0,4,6,4,5,4,0,5,18,0,13,1,5,3,1,0,1,1,4,6,10,15,17,9,0,30,33,0,24,1,23,12,2,1
